Barcode,Cluster
cell_11177,2
cell_11178,3
cell_11179,19
cell_11180,2
cell_11181,2
cell_11182,32
cell_11183,1
cell_11184,2
cell_11185,2
cell_11186,14
cell_11187,22
cell_11188,3
cell_11189,13
cell_11190,2
cell_11191,15
cell_11192,35
cell_11193,29
cell_11194,23
cell_11195,7
cell_11196,10
cell_11197,2
cell_11198,28
cell_11199,1
cell_11200,7
cell_11201,2
cell_11202,25
cell_11203,11
cell_11204,2
cell_11205,2
cell_11206,22
cell_11207,6
cell_11208,25
cell_11209,21
cell_11210,2
cell_11211,10
cell_11212,21
cell_11213,23
cell_11214,5
cell_11215,5
cell_11216,1
cell_11217,3
cell_11218,27
cell_11219,26
cell_11220,20
cell_11221,13
cell_11222,5
cell_11223,7
cell_11224,5
cell_11225,37
cell_11226,3
cell_11227,25
cell_11228,7
cell_11229,12
cell_11230,2
cell_11231,3
cell_11232,2
cell_11233,2
cell_11234,3
cell_11235,4
cell_11236,28
cell_11237,2
cell_11238,2
cell_11239,2
cell_11240,20
cell_11241,23
cell_11242,2
cell_11243,2
cell_11244,2
cell_11245,29
cell_11246,2
cell_11247,2
cell_11248,10
cell_11249,7
cell_11250,16
cell_11251,2
cell_11252,4
cell_11253,3
cell_11254,26
cell_11255,7
cell_11256,2
cell_11257,2
cell_11258,36
cell_11259,6
cell_11260,2
cell_11261,7
cell_11262,3
cell_11263,35
cell_11264,3
cell_11265,29
cell_11266,6
cell_11267,2
cell_11268,7
cell_11269,28
cell_11270,35
cell_11271,1
cell_11272,4
cell_11273,32
cell_11274,13
cell_11275,14
cell_11276,7
cell_11277,2
cell_11278,2
cell_11279,12
cell_11280,35
cell_11281,3
cell_11282,3
cell_11283,2
cell_11284,7
cell_11285,2
cell_11286,29
cell_11287,3
cell_11288,1
cell_11289,2
cell_11290,10
cell_11291,2
cell_11292,18
cell_11293,14
cell_11294,3
cell_11295,14
cell_11296,8
cell_11297,3
cell_11298,25
cell_11299,36
cell_11300,24
cell_11301,2
cell_11302,6
cell_11303,1
cell_11304,6
cell_11305,3
cell_11306,27
cell_11307,2
cell_11308,3
cell_11309,22
cell_11310,2
cell_11311,3
cell_11312,12
cell_11313,2
cell_11314,34
cell_11315,2
cell_11316,25
cell_11317,7
cell_11318,10
cell_11319,2
cell_11320,35
cell_11321,5
cell_11322,26
cell_11323,10
cell_11324,7
cell_11325,7
cell_11326,22
cell_11327,1
cell_11328,22
cell_11329,3
cell_11330,1
cell_11331,1
cell_11332,3
cell_11333,11
cell_11334,7
cell_11335,35
cell_11336,24
cell_11337,7
cell_11338,6
cell_11339,12
cell_11340,2
cell_11341,35
cell_11342,3
cell_11343,2
cell_11344,5
cell_11345,7
cell_11346,27
cell_11347,2
cell_11348,2
cell_11349,3
cell_11350,22
cell_11351,18
cell_11352,2
cell_11353,10
cell_11354,24
cell_11355,31
cell_11356,2
cell_11357,10
cell_11358,1
cell_11359,9
cell_11360,13
cell_11361,15
cell_11362,6
cell_11363,2
cell_11364,4
cell_11365,35
cell_11366,3
cell_11367,2
cell_11368,27
cell_11369,22
cell_11370,22
cell_11371,2
cell_11372,7
cell_11373,18
cell_11374,8
cell_11375,18
cell_11376,21
cell_11377,2
cell_11378,16
cell_11379,2
cell_11380,14
cell_11381,7
cell_11382,18
cell_11383,12
cell_11384,1
cell_11385,2
cell_11386,20
cell_11387,12
cell_11388,9
cell_11389,2
cell_11390,15
cell_11391,2
cell_11392,7
cell_11393,10
cell_11394,1
cell_11395,2
cell_11396,1
cell_11397,20
cell_11398,27
cell_11399,12
cell_11400,2
cell_11401,10
cell_11402,7
cell_11403,2
cell_11404,24
cell_11405,21
cell_11406,12
cell_11407,15
cell_11408,2
cell_11409,1
cell_11410,24
cell_11411,35
cell_11412,3
cell_11413,2
cell_11414,2
cell_11415,23
cell_11416,4
cell_11417,20
cell_11418,10
cell_11419,11
cell_11420,25
cell_11421,2
cell_11422,3
cell_11423,7
cell_11424,2
cell_11425,24
cell_11426,12
cell_11427,5
cell_11428,2
cell_11429,13
cell_11430,2
cell_11431,34
cell_11432,24
cell_11433,1
cell_11434,2
cell_11435,2
cell_11436,6
cell_11437,29
cell_11438,2
cell_11439,21
cell_11440,29
cell_11441,21
cell_11442,18
cell_11443,18
cell_11444,8
cell_11445,3
cell_11446,2
cell_11447,10
cell_11448,27
cell_11449,26
cell_11450,33
cell_11451,14
cell_11452,12
cell_11453,10
cell_11454,3
cell_11455,29
cell_11456,36
cell_11457,19
cell_11458,24
cell_11459,10
cell_11460,3
cell_11461,35
cell_11462,2
cell_11463,9
cell_11464,35
cell_11465,1
cell_11466,17
cell_11467,16
cell_11468,2
cell_11469,5
cell_11470,2
cell_11471,10
cell_11472,7
cell_11473,2
cell_11474,10
cell_11475,3
cell_11476,26
cell_11477,22
cell_11478,2
cell_11479,2
cell_11480,35
cell_11481,7
cell_11482,1
cell_11483,2
cell_11484,1
cell_11485,2
cell_11486,18
cell_11487,7
cell_11488,7
cell_11489,1
cell_11490,10
cell_11491,1
cell_11492,2
cell_11493,10
cell_11494,26
cell_11495,10
cell_11496,7
cell_11497,1
cell_11498,13
cell_11499,7
cell_11500,7
cell_11501,3
cell_11502,3
cell_11503,7
cell_11504,10
cell_11505,11
cell_11506,31
cell_11507,3
cell_11508,6
cell_11509,19
cell_11510,2
cell_11511,2
cell_11512,22
cell_11513,34
cell_11514,2
cell_11515,27
cell_11516,25
cell_11517,6
cell_11518,1
cell_11519,3
cell_11520,2
cell_11521,4
cell_11522,29
cell_11523,7
cell_11524,18
cell_11525,22
cell_11526,2
cell_11527,3
cell_11528,19
cell_11529,24
cell_11530,12
cell_11531,2
cell_11532,2
cell_11533,2
cell_11534,13
cell_11535,3
cell_11536,11
cell_11537,7
cell_11538,2
cell_11539,2
cell_11540,22
cell_11541,14
cell_11542,2
cell_11543,2
cell_11544,5
cell_11545,2
cell_11546,18
cell_11547,13
cell_11548,29
cell_11549,16
cell_11550,2
cell_11551,14
cell_11552,7
cell_11553,2
cell_11554,12
cell_11555,21
cell_11556,35
cell_11557,35
cell_11558,6
cell_11559,25
cell_11560,1
cell_11561,5
cell_11562,22
cell_11563,12
cell_11564,34
cell_11565,7
cell_11566,22
cell_11567,16
cell_11568,2
cell_11569,20
cell_11570,18
cell_11571,35
cell_11572,35
cell_11573,3
cell_11574,2
cell_11575,3
cell_11576,11
cell_11577,25
cell_11578,14
cell_11579,32
cell_11580,28
cell_11581,35
cell_11582,20
cell_11583,2
cell_11584,10
cell_11585,3
cell_11586,22
cell_11587,20
cell_11588,7
cell_11589,3
cell_11590,20
cell_11591,35
cell_11592,4
cell_11593,12
cell_11594,20
cell_11595,14
cell_11596,2
cell_11597,35
cell_11598,35
cell_11599,7
cell_11600,2
cell_11601,2
cell_11602,3
cell_11603,7
cell_11604,2
cell_11605,2
cell_11606,16
cell_11607,16
cell_11608,7
cell_11609,19
cell_11610,3
cell_11611,27
cell_11612,15
cell_11613,2
cell_11614,7
cell_11615,5
cell_11616,1
cell_11617,7
cell_11618,6
cell_11619,2
cell_11620,7
cell_11621,21
cell_11622,28
cell_11623,1
cell_11624,3
cell_11625,3
cell_11626,2
cell_11627,2
cell_11628,35
cell_11629,9
cell_11630,25
cell_11631,2
cell_11632,35
cell_11633,22
cell_11634,3
cell_11635,13
cell_11636,3
cell_11637,7
cell_11638,10
cell_11639,15
cell_11640,2
cell_11641,21
cell_11642,14
cell_11643,2
cell_11644,7
cell_11645,7
cell_11646,3
cell_11647,2
cell_11648,2
cell_11649,35
cell_11650,14
cell_11651,2
cell_11652,18
cell_11653,16
cell_11654,7
cell_11655,1
cell_11656,22
cell_11657,25
cell_11658,13
cell_11659,3
cell_11660,2
cell_11661,2
cell_11662,6
cell_11663,25
cell_11664,10
cell_11665,17
cell_11666,1
cell_11667,16
cell_11668,5
cell_11669,2
cell_11670,7
cell_11671,10
cell_11672,7
cell_11673,1
cell_11674,21
cell_11675,2
cell_11676,16
cell_11677,20
cell_11678,11
cell_11679,11
cell_11680,2
cell_11681,19
cell_11682,7
cell_11683,14
cell_11684,3
cell_11685,10
cell_11686,2
cell_11687,3
cell_11688,13
cell_11689,12
cell_11690,1
cell_11691,2
cell_11692,8
cell_11693,23
cell_11694,12
cell_11695,23
cell_11696,2
cell_11697,2
cell_11698,2
cell_11699,3
cell_11700,11
cell_11701,7
cell_11702,16
cell_11703,3
cell_11704,1
cell_11705,2
cell_11706,1
cell_11707,7
cell_11708,2
cell_11709,7
cell_11710,29
cell_11711,2
cell_11712,3
cell_11713,10
cell_11714,37
cell_11715,12
cell_11716,19
cell_11717,24
cell_11718,9
cell_11719,25
cell_11720,19
cell_11721,24
cell_11722,2
cell_11723,3
cell_11724,2
cell_11725,12
cell_11726,2
cell_11727,2
cell_11728,18
cell_11729,2
cell_11730,10
cell_11731,8
cell_11732,8
cell_11733,4
cell_11734,10
cell_11735,2
cell_11736,2
cell_11737,2
cell_11738,13
cell_11739,27
cell_11740,2
cell_11741,7
cell_11742,14
cell_11743,2
cell_11744,16
cell_11745,8
cell_11746,3
cell_11747,34
cell_11748,20
cell_11749,20
cell_11750,3
cell_11751,2
cell_11752,25
cell_11753,1
cell_11754,15
cell_11755,2
cell_11756,19
cell_11757,35
cell_11758,3
cell_11759,1
cell_11760,24
cell_11761,2
cell_11762,13
cell_11763,1
cell_11764,2
cell_11765,29
cell_11766,22
cell_11767,17
cell_11768,10
cell_11769,2
cell_11770,18
cell_11771,15
cell_11772,1
cell_11773,3
cell_11774,29
cell_11775,13
cell_11776,3
cell_11777,21
cell_11778,21
cell_11779,2
cell_11780,28
cell_11781,2
cell_11782,2
cell_11783,10
cell_11784,7
cell_11785,3
cell_11786,8
cell_11787,2
cell_11788,2
cell_11789,22
cell_11790,35
cell_11791,2
cell_11792,18
cell_11793,3
cell_11794,16
cell_11795,25
cell_11796,1
cell_11797,3
cell_11798,3
cell_11799,3
cell_11800,14
cell_11801,14
cell_11802,22
cell_11803,2
cell_11804,2
cell_11805,2
cell_11806,25
cell_11807,3
cell_11808,14
cell_11809,8
cell_11810,3
cell_11811,2
cell_11812,8
cell_11813,8
cell_11814,3
cell_11815,2
cell_11816,2
cell_11817,34
cell_11818,9
cell_11819,13
cell_11820,2
cell_11821,3
cell_11822,18
cell_11823,3
cell_11824,2
cell_11825,24
cell_11826,2
cell_11827,3
cell_11828,2
cell_11829,3
cell_11830,3
cell_11831,25
cell_11832,32
cell_11833,1
cell_11834,29
cell_11835,2
cell_11836,8
cell_11837,15
cell_11838,35
cell_11839,29
cell_11840,7
cell_11841,6
cell_11842,16
cell_11843,3
cell_11844,35
cell_11845,2
cell_11846,2
cell_11847,31
cell_11848,2
cell_11849,29
cell_11850,1
cell_11851,35
cell_11852,14
cell_11853,1
cell_11854,14
cell_11855,22
cell_11856,2
cell_11857,2
cell_11858,17
cell_11859,1
cell_11860,2
cell_11861,2
cell_11862,6
cell_11863,2
cell_11864,34
cell_11865,16
cell_11866,7
cell_11867,9
cell_11868,11
cell_11869,35
cell_11870,14
cell_11871,7
cell_11872,2
cell_11873,6
cell_11874,3
cell_11875,26
cell_11876,18
cell_11877,2
cell_11878,14
cell_11879,3
cell_11880,3
cell_11881,13
cell_11882,2
cell_11883,35
cell_11884,2
cell_11885,22
cell_11886,35
cell_11887,2
cell_11888,2
cell_11889,2
cell_11890,2
cell_11891,1
cell_11892,2
cell_11893,3
cell_11894,22
cell_11895,7
cell_11896,1
cell_11897,21
cell_11898,2
cell_11899,1
cell_11900,2
cell_11901,18
cell_11902,1
cell_11903,2
cell_11904,24
cell_11905,8
cell_11906,27
cell_11907,2
cell_11908,25
cell_11909,28
cell_11910,23
cell_11911,3
cell_11912,18
cell_11913,2
cell_11914,29
cell_11915,1
cell_11916,6
cell_11917,10
cell_11918,13
cell_11919,3
cell_11920,7
cell_11921,20
cell_11922,19
cell_11923,7
cell_11924,2
cell_11925,3
cell_11926,2
cell_11927,22
cell_11928,2
cell_11929,2
cell_11930,35
cell_11931,7
cell_11932,35
cell_11933,35
cell_11934,7
cell_11935,12
cell_11936,2
cell_11937,7
cell_11938,7
cell_11939,7
cell_11940,27
cell_11941,35
cell_11942,3
cell_11943,8
cell_11944,7
cell_11945,3
cell_11946,2
cell_11947,2
cell_11948,2
cell_11949,2
cell_11950,2
cell_11951,6
cell_11952,2
cell_11953,2
cell_11954,2
cell_11955,18
cell_11956,2
cell_11957,3
cell_11958,34
cell_11959,1
cell_11960,12
cell_11961,24
cell_11962,22
cell_11963,1
cell_11964,3
cell_11965,3
cell_11966,2
cell_11967,1
cell_11968,35
cell_11969,1
cell_11970,2
cell_11971,2
cell_11972,23
cell_11973,30
cell_11974,29
cell_11975,1
cell_11976,2
cell_11977,2
cell_11978,1
cell_11979,16
cell_11980,7
cell_11981,12
cell_11982,2
cell_11983,3
cell_11984,28
cell_11985,3
cell_11986,2
cell_11987,3
cell_11988,20
cell_11989,2
cell_11990,2
cell_11991,20
cell_11992,24
cell_11993,2
cell_11994,3
cell_11995,2
cell_11996,18
cell_11997,34
cell_11998,2
cell_11999,2
cell_12000,2
cell_12001,10
cell_12002,1
cell_12003,16
cell_12004,25
cell_12005,22
cell_12006,18
cell_12007,8
cell_12008,9
cell_12009,10
cell_12010,18
cell_12011,19
cell_12012,35
cell_12013,1
cell_12014,2
cell_12015,3
cell_12016,10
cell_12017,2
cell_12018,18
cell_12019,2
cell_12020,2
cell_12021,30
cell_12022,7
cell_12023,10
cell_12024,7
cell_12025,2
cell_12026,7
cell_12027,7
cell_12028,3
cell_12029,16
cell_12030,24
cell_12031,2
cell_12032,10
cell_12033,27
cell_12034,2
cell_12035,6
cell_12036,21
cell_12037,1
cell_12038,2
cell_12039,7
cell_12040,2
cell_12041,1
cell_12042,2
cell_12043,12
cell_12044,2
cell_12045,2
cell_12046,3
cell_12047,16
cell_12048,3
cell_12049,2
cell_12050,2
cell_12051,10
cell_12052,2
cell_12053,16
cell_12054,19
cell_12055,21
cell_12056,1
cell_12057,8
cell_12058,21
cell_12059,5
cell_12060,21
cell_12061,2
cell_12062,3
cell_12063,2
cell_12064,1
cell_12065,27
cell_12066,26
cell_12067,3
cell_12068,2
cell_12069,2
cell_12070,19
cell_12071,1
cell_12072,19
cell_12073,2
cell_12074,16
cell_12075,24
cell_12076,10
cell_12077,2
cell_12078,1
cell_12079,1
cell_12080,16
cell_12081,3
cell_12082,18
cell_12083,2
cell_12084,5
cell_12085,3
cell_12086,7
cell_12087,3
cell_12088,10
cell_12089,18
cell_12090,5
cell_12091,16
cell_12092,2
cell_12093,6
cell_12094,3
cell_12095,2
cell_12096,15
cell_12097,31
cell_12098,24
cell_12099,22
cell_12100,7
cell_12101,2
cell_12102,2
cell_12103,5
cell_12104,6
cell_12105,9
cell_12106,3
cell_12107,10
cell_12108,34
cell_12109,6
cell_12110,9
cell_12111,2
cell_12112,3
cell_12113,2
cell_12114,24
cell_12115,2
cell_12116,3
cell_12117,14
cell_12118,18
cell_12119,2
cell_12120,2
cell_12121,7
cell_12122,1
cell_12123,32
cell_12124,2
cell_12125,2
cell_12126,2
cell_12127,10
cell_12128,5
cell_12129,1
cell_12130,20
cell_12131,21
cell_12132,35
cell_12133,2
cell_12134,7
cell_12135,2
cell_12136,32
cell_12137,27
cell_12138,2
cell_12139,2
cell_12140,2
cell_12141,2
cell_12142,7
cell_12143,20
cell_12144,6
cell_12145,3
cell_12146,34
cell_12147,3
cell_12148,2
cell_12149,2
cell_12150,35
cell_12151,10
cell_12152,1
cell_12153,2
cell_12154,2
cell_12155,1
cell_12156,8
cell_12157,35
cell_12158,2
cell_12159,1
cell_12160,26
cell_12161,27
cell_12162,2
cell_12163,13
cell_12164,31
cell_12165,10
cell_12166,12
cell_12167,32
cell_12168,3
cell_12169,1
cell_12170,3
cell_12171,7
cell_12172,2
cell_12173,2
cell_12174,2
cell_12175,2
cell_12176,16
cell_12177,2
cell_12178,1
cell_12179,3
cell_12180,34
cell_12181,7
cell_12182,22
cell_12183,2
cell_12184,1
cell_12185,10
cell_12186,3
cell_12187,2
cell_12188,2
cell_12189,7
cell_12190,18
cell_12191,2
cell_12192,22
cell_12193,3
cell_12194,2
cell_12195,12
cell_12196,21
cell_12197,3
cell_12198,12
cell_12199,1
cell_12200,16
cell_12201,19
cell_12202,34
cell_12203,2
cell_12204,26
cell_12205,2
cell_12206,2
cell_12207,9
cell_12208,35
cell_12209,2
cell_12210,1
cell_12211,2
cell_12212,2
cell_12213,22
cell_12214,1
cell_12215,3
cell_12216,2
cell_12217,21
cell_12218,3
cell_12219,2
cell_12220,29
cell_12221,2
cell_12222,2
cell_12223,2
cell_12224,2
cell_12225,2
cell_12226,2
cell_12227,8
cell_12228,2
cell_12229,35
cell_12230,4
cell_12231,3
cell_12232,2
cell_12233,2
cell_12234,1
cell_12235,2
cell_12236,2
cell_12237,6
cell_12238,2
cell_12239,29
cell_12240,2
cell_12241,18
cell_12242,2
cell_12243,2
cell_12244,10
cell_12245,28
cell_12246,2
cell_12247,10
cell_12248,18
cell_12249,6
cell_12250,7
cell_12251,2
cell_12252,2
cell_12253,2
cell_12254,2
cell_12255,2
cell_12256,3
cell_12257,10
cell_12258,3
cell_12259,21
cell_12260,24
cell_12261,2
cell_12262,6
cell_12263,2
cell_12264,24
cell_12265,3
cell_12266,2
cell_12267,24
cell_12268,3
cell_12269,6
cell_12270,2
cell_12271,7
cell_12272,2
cell_12273,1
cell_12274,2
cell_12275,13
cell_12276,2
cell_12277,2
cell_12278,2
cell_12279,22
cell_12280,2
cell_12281,3
cell_12282,3
cell_12283,2
cell_12284,27
cell_12285,25
cell_12286,1
cell_12287,2
cell_12288,2
cell_12289,35
cell_12290,2
cell_12291,2
cell_12292,10
cell_12293,3
cell_12294,29
cell_12295,26
cell_12296,24
cell_12297,2
cell_12298,19
cell_12299,24
cell_12300,2
cell_12301,18
cell_12302,1
cell_12303,20
cell_12304,2
cell_12305,2
cell_12306,2
cell_12307,20
cell_12308,3
cell_12309,7
cell_12310,2
cell_12311,7
cell_12312,1
cell_12313,1
cell_12314,2
cell_12315,6
cell_12316,7
cell_12317,3
cell_12318,12
cell_12319,11
cell_12320,7
cell_12321,26
cell_12322,2
cell_12323,3
cell_12324,27
cell_12325,1
cell_12326,3
cell_12327,18
cell_12328,7
cell_12329,22
cell_12330,35
cell_12331,7
cell_12332,2
cell_12333,3
cell_12334,3
cell_12335,2
cell_12336,3
cell_12337,1
cell_12338,2
cell_12339,22
cell_12340,19
cell_12341,2
cell_12342,24
cell_12343,2
cell_12344,32
cell_12345,3
cell_12346,2
cell_12347,2
cell_12348,2
cell_12349,13
cell_12350,3
cell_12351,3
cell_12352,6
cell_12353,7
cell_12354,2
cell_12355,22
cell_12356,3
cell_12357,7
cell_12358,7
cell_12359,2
cell_12360,32
cell_12361,2
cell_12362,8
cell_12363,2
cell_12364,2
cell_12365,7
cell_12366,22
cell_12367,2
cell_12368,2
cell_12369,2
cell_12370,3
cell_12371,2
cell_12372,9
cell_12373,10
cell_12374,2
cell_12375,22
cell_12376,3
cell_12377,2
cell_12378,2
cell_12379,3
cell_12380,2
cell_12381,2
cell_12382,2
cell_12383,24
cell_12384,12
cell_12385,18
cell_12386,2
cell_12387,2
cell_12388,2
cell_12389,6
cell_12390,1
cell_12391,4
cell_12392,3
cell_12393,5
cell_12394,25
cell_12395,19
cell_12396,1
cell_12397,36
cell_12398,2
cell_12399,2
cell_12400,2
cell_12401,2
cell_12402,2
cell_12403,2
cell_12404,25
cell_12405,2
cell_12406,35
cell_12407,2
cell_12408,32
cell_12409,37
cell_12410,24
cell_12411,35
cell_12412,12
cell_12413,2
cell_12414,13
cell_12415,32
cell_12416,5
cell_12417,2
cell_12418,2
cell_12419,2
cell_12420,7
cell_12421,27
cell_12422,2
cell_12423,29
cell_12424,7
cell_12425,7
cell_12426,2
cell_12427,25
cell_12428,3
cell_12429,2
cell_12430,2
cell_12431,31
cell_12432,3
cell_12433,13
cell_12434,4
cell_12435,7
cell_12436,10
cell_12437,2
cell_12438,2
cell_12439,18
cell_12440,2
cell_12441,3
cell_12442,3
cell_12443,12
cell_12444,2
cell_12445,2
cell_12446,3
cell_12447,2
cell_12448,3
cell_12449,22
cell_12450,24
cell_12451,1
cell_12452,24
cell_12453,6
cell_12454,7
cell_12455,22
cell_12456,2
cell_12457,3
cell_12458,7
cell_12459,3
cell_12460,1
cell_12461,2
cell_12462,2
cell_12463,2
cell_12464,2
cell_12465,7
cell_12466,2
cell_12467,3
cell_12468,1
cell_12469,2
cell_12470,9
cell_12471,1
cell_12472,7
cell_12473,9
cell_12474,2
cell_12475,2
cell_12476,29
cell_12477,1
cell_12478,3
cell_12479,2
cell_12480,1
cell_12481,8
cell_12482,16
cell_12483,24
cell_12484,2
cell_12485,4
cell_12486,22
cell_12487,6
cell_12488,22
cell_12489,1
cell_12490,18
cell_12491,18
cell_12492,34
cell_12493,3
cell_12494,24
cell_12495,2
cell_12496,2
cell_12497,2
cell_12498,3
cell_12499,16
cell_12500,2
cell_12501,1
cell_12502,3
cell_12503,15
cell_12504,2
cell_12505,6
cell_12506,2
cell_12507,8
cell_12508,6
cell_12509,2
cell_12510,2
cell_12511,8
cell_12512,9
cell_12513,6
cell_12514,34
cell_12515,29
cell_12516,24
cell_12517,2
cell_12518,36
cell_12519,31
cell_12520,25
cell_12521,3
cell_12522,3
cell_12523,3
cell_12524,2
cell_12525,2
cell_12526,2
cell_12527,2
cell_12528,3
cell_12529,2
cell_12530,3
cell_12531,2
cell_12532,10
cell_12533,16
cell_12534,19
cell_12535,2
cell_12536,21
cell_12537,3
cell_12538,2
cell_12539,3
cell_12540,14
cell_12541,2
cell_12542,35
cell_12543,8
cell_12544,19
cell_12545,2
cell_12546,3
cell_12547,2
cell_12548,2
cell_12549,2
cell_12550,29
cell_12551,2
cell_12552,7
cell_12553,2
cell_12554,2
cell_12555,2
cell_12556,3
cell_12557,26
cell_12558,20
cell_12559,2
cell_12560,22
cell_12561,6
cell_12562,2
cell_12563,4
cell_12564,7
cell_12565,24
cell_12566,18
cell_12567,2
cell_12568,3
cell_12569,10
cell_12570,2
cell_12571,2
cell_12572,2
cell_12573,36
cell_12574,2
cell_12575,2
cell_12576,10
cell_12577,12
cell_12578,3
cell_12579,10
cell_12580,10
cell_12581,10
cell_12582,22
cell_12583,2
cell_12584,34
cell_12585,23
cell_12586,1
cell_12587,2
cell_12588,34
cell_12589,25
cell_12590,7
cell_12591,2
cell_12592,2
cell_12593,19
cell_12594,2
cell_12595,1
cell_12596,2
cell_12597,1
cell_12598,26
cell_12599,2
cell_12600,3
cell_12601,35
cell_12602,7
cell_12603,35
cell_12604,2
cell_12605,2
cell_12606,25
cell_12607,2
cell_12608,3
cell_12609,2
cell_12610,29
cell_12611,25
cell_12612,25
cell_12613,2
cell_12614,7
cell_12615,3
cell_12616,7
cell_12617,2
cell_12618,2
cell_12619,9
cell_12620,35
cell_12621,18
cell_12622,27
cell_12623,19
cell_12624,24
cell_12625,22
cell_12626,28
cell_12627,2
cell_12628,1
cell_12629,3
cell_12630,9
cell_12631,20
cell_12632,2
cell_12633,26
cell_12634,21
cell_12635,19
cell_12636,2
cell_12637,2
cell_12638,2
cell_12639,21
cell_12640,21
cell_12641,2
cell_12642,20
cell_12643,7
cell_12644,7
cell_12645,26
cell_12646,2
cell_12647,5
cell_12648,7
cell_12649,2
cell_12650,32
cell_12651,15
cell_12652,13
cell_12653,16
cell_12654,34
cell_12655,22
cell_12656,2
cell_12657,19
cell_12658,18
cell_12659,2
cell_12660,7
cell_12661,2
cell_12662,2
cell_12663,2
cell_12664,1
cell_12665,2
cell_12666,1
cell_12667,22
cell_12668,28
cell_12669,33
cell_12670,4
cell_12671,4
cell_12672,2
cell_12673,10
cell_12674,2
cell_12675,2
cell_12676,2
cell_12677,2
cell_12678,1
cell_12679,12
cell_12680,5
cell_12681,4
cell_12682,22
cell_12683,18
cell_12684,7
cell_12685,3
cell_12686,6
cell_12687,25
cell_12688,8
cell_12689,2
cell_12690,14
cell_12691,2
cell_12692,10
cell_12693,7
cell_12694,2
cell_12695,2
cell_12696,2
cell_12697,25
cell_12698,7
cell_12699,35
cell_12700,7
cell_12701,17
cell_12702,2
cell_12703,23
cell_12704,2
cell_12705,7
cell_12706,25
cell_12707,16
cell_12708,4
cell_12709,24
cell_12710,34
cell_12711,2
cell_12712,7
cell_12713,3
cell_12714,2
cell_12715,2
cell_12716,20
cell_12717,7
cell_12718,3
cell_12719,2
cell_12720,28
cell_12721,2
cell_12722,20
cell_12723,22
cell_12724,7
cell_12725,2
cell_12726,1
cell_12727,8
cell_12728,2
cell_12729,27
cell_12730,13
cell_12731,27
cell_12732,7
cell_12733,7
cell_12734,16
cell_12735,21
cell_12736,21
cell_12737,4
cell_12738,2
cell_12739,2
cell_12740,24
cell_12741,2
cell_12742,2
cell_12743,7
cell_12744,3
cell_12745,2
cell_12746,12
cell_12747,2
cell_12748,18
cell_12749,2
cell_12750,24
cell_12751,2
cell_12752,2
cell_12753,1
cell_12754,17
cell_12755,2
cell_12756,18
cell_12757,2
cell_12758,35
cell_12759,2
cell_12760,10
cell_12761,4
cell_12762,2
cell_12763,2
cell_12764,2
cell_12765,3
cell_12766,1
cell_12767,35
cell_12768,2
cell_12769,20
cell_12770,18
cell_12771,8
cell_12772,2
cell_12773,20
cell_12774,7
cell_12775,33
cell_12776,5
cell_12777,14
cell_12778,2
cell_12779,2
cell_12780,2
cell_12781,2
cell_12782,3
cell_12783,2
cell_12784,2
cell_12785,3
cell_12786,28
cell_12787,16
cell_12788,16
cell_12789,16
cell_12790,16
cell_12791,6
cell_12792,2
cell_12793,2
cell_12794,16
cell_12795,10
cell_12796,27
cell_12797,2
cell_12798,19
cell_12799,24
cell_12800,3
cell_12801,16
cell_12802,35
cell_12803,2
cell_12804,9
cell_12805,1
cell_12806,2
cell_12807,10
cell_12808,19
cell_12809,4
cell_12810,2
cell_12811,1
cell_12812,10
cell_12813,18
cell_12814,2
cell_12815,3
cell_12816,7
cell_12817,7
cell_12818,7
cell_12819,12
cell_12820,2
cell_12821,12
cell_12822,7
cell_12823,2
cell_12824,3
cell_12825,10
cell_12826,2
cell_12827,2
cell_12828,35
cell_12829,35
cell_12830,18
cell_12831,29
cell_12832,16
cell_12833,2
cell_12834,12
cell_12835,2
cell_12836,1
cell_12837,2
cell_12838,10
cell_12839,32
cell_12840,4
cell_12841,10
cell_12842,2
cell_12843,2
cell_12844,2
cell_12845,14
cell_12846,14
cell_12847,24
cell_12848,6
cell_12849,2
cell_12850,2
cell_12851,32
cell_12852,35
cell_12853,31
cell_12854,2
cell_12855,18
cell_12856,2
cell_12857,19
cell_12858,29
cell_12859,2
cell_12860,22
cell_12861,22
cell_12862,9
cell_12863,35
cell_12864,2
cell_12865,3
cell_12866,12
cell_12867,3
cell_12868,7
cell_12869,2
cell_12870,10
cell_12871,2
cell_12872,18
cell_12873,7
cell_12874,18
cell_12875,1
cell_12876,10
cell_12877,13
cell_12878,7
cell_12879,3
cell_12880,30
cell_12881,7
cell_12882,2
cell_12883,2
cell_12884,2
cell_12885,20
cell_12886,6
cell_12887,2
cell_12888,1
cell_12889,35
cell_12890,3
cell_12891,18
cell_12892,7
cell_12893,33
cell_12894,35
cell_12895,26
cell_12896,35
cell_12897,3
cell_12898,2
cell_12899,3
cell_12900,2
cell_12901,2
cell_12902,2
cell_12903,3
cell_12904,10
cell_12905,1
cell_12906,2
cell_12907,3
cell_12908,7
cell_12909,3
cell_12910,14
cell_12911,24
cell_12912,15
cell_12913,16
cell_12914,24
cell_12915,24
cell_12916,9
cell_12917,16
cell_12918,28
cell_12919,10
cell_12920,2
cell_12921,3
cell_12922,35
cell_12923,2
cell_12924,36
